id;"nome_pais,""quantidade"",""preco_medio"",""descricao_mais_longa""";
446;"Slovenia,2,880,""This deep garnet colored wine offers aromas of dried cherry, black raspberry and smoked sausage. It has an interesting balance of fruity and savory characteristics among raspberry, saddle leather and spicy tobacco flavors.""";
447;"Chile,10,600,""Tight and oaky in the nose, with some funky green notes. The palate is a bit herbal and mildly vegetal, but there's also some cherry fruit and spice. The texture on the finish is the high point, but the vegetal flavor at the wine's core is a sore point.""";
448;"France,54,31860,""With some attractive bottle age, this pale rosé is warm and rich. Spice contrasts with crisp red fruits and acidity. The wine is ready to drink.""";
449;"Israel,22,3960,""With a simple nose of citrus fruits, this wine has flavors of lemon, apple and freesia. It is a bit stiff at first, but opens on the palate, offering an apple-tinged finish.""";
450;"US,1907,533960,""Zesty Gala apple and squeezed tangerine aromas come through on this wine's citrusy nose, though it also shows riper nectarine, honeysuckle and chalky depth. The mineral flair continues onto the palate, where mandarin orange flavors meet with apple in the midpalate, bound together by a grapefruit pith texture.""";
451;"England,2,700,""Green apple and greengage on the nose turn into white peach and lemon on the palate. The mousse is frothy and lively and there is a wonderful depth to these tart fruit flavors that takes you to juicy, green pastures and white blossom. Glints of green apple flash at every corner and adorn the admirably dry finish. This echoes long and leaves the palate wonderfully clean.""";
452;"Switzerland,1,380,""A soft blackberry, vanilla and plum nose is followed by a rustic mélange of dried tea, berry and spice flavors in this Merlot. Tannins are firm and the overall flavors good, but the wine needs a little more cohesion.""";
453;"Israel,1,630,""Dark red violet in color, this wine has a nose of cranberry, lingonberry and juniper. Luxuriant tannins provide a backdrop for flavors of cassis, cherry pie, eucalyptus and freshly ground black pepper. There is a pleasing interplay of fruit flavors and cool notes, but the fruit stands out through a slightly minty finish with a closing burst of orange zest.""";
454;"France,4,6600,""This wine from the Corton Grand Cru vineyard is packed with tannins as well as smoky fruit. It is richly structured and firm, yet the fruit is equally powerful, showing bold black fruits struck against bright acidity. The wine will need considerable aging";
455;"Italy,171,54720,""Young and fresh, this opens with delicate scents of red berry, pressed violet and tilled soil. On the bright enjoyable palate, notes of white pepper and dark spice add interest to a core of wild cherry. It's easy drinking, thanks to zesty acidity and silky tannins.""";
456;"France,9,8370,""Wood and fruit balance in this rich and full wine. The yellow and citrus fruits give a good mix of ripeness and a fresher, more mineral character. The toast, just the right amount, gives the warmth and polish the wine needs. The result is a serious wine, still young, to be drunk from 2018.""";
457;"Turkey,2,280,""Ruby-violet in color, this wine has aromas of cherry, cola and almond blossom. Smooth and bright on the palate, with soft tannins, shades of cherry, menthol and smoked meat bring nuance to the finish.""";
458;"Argentina,10,4800,""This rooty smelling wine delivers herb, cola and cassis aromas in front of a wiry feeling palate that's loaded to the brim with hard-biting tannins. Flavors of mossy, baked berry fruits come with an herbal streak, and the finish is hard due to those grating tannins. For a five-year-old wine to feel this hard is telling.""";
459;"New Zealand,29,11600,""This wine shows a fine balance between sweetness (74 g/L) and acidity, reminiscent of a spätlese style. Striking scents of crushed stone, beeswax and lime burst from the glass, while the flavors combine peach and citrus notes. The finish shines, marrying sugar and acid into a long, tongue-tingling finale.""";
460;"Austria,41,11070,""Yeasty pepperiness and savory spice pervade the lemony core of this zippy Grüner. The body is light but offers interest and refreshment. A very moreish, spicy little number.""";
461;"Chile,131,20960,""Yeasty, pyrazinic aromas are strained and less than clean. This feels chunky, with moderate acidic cut. Generic citrus flavors quickly turn bitter, while the finish is weak in constitution, an indication that this has nowhere to go but down.""";
462;"Italy,1,1420,""This has aromas of ripe—just shy of overripe—black fruit that recall plum preserves. The palate is rich, with flavors of mature black cherry, prune and chocolate bar. This lacks complexity and restraint, but is big, lush and decadent.""";
463;"US,87,37410,""You can taste the oak and lees influence in this rich, full-bodied Chardonnay. With a creamy mouthfeel, it gets serious on the midpalate, with flavors of buttery peach, orange and nectarine fruit. Outstanding and elegant.""";
464;"Spain,119,53550,""With dry, spicy, leafy aromas, this is pure, varietal Maturana, a grape only a handful of Rioja wineries are using. This version is lively, big and spirited, with reedy, leafy, black-fruit flavors and a long, spicy, full-bodied finish.""";
465;"France,268,69680,""Without big oak or big fruit to make it ungainly, this is a real food-friendly Chardonnay. The delicate floral aromas and understated yet finely etched pear and almond flavors almost seem designed to show off that special weekend dish you just spent hours making.""";
466;"Uruguay,4,1000,""With attractive, authentic aromas of lemon, lees and radiator dust, this Albariño is one of the best you'll find outside of Galicia. The palate is round, layered and citric in the middle, with melon, orange and pineapple flavors. A clean, free-flowing finish is on the money. Drink now.""";
467;"France,11,49500,""This is a major wine. It has enormous tension, structure and a core of dark tannins. Amid all this, the wine is also packed with fruit and concentrated blackberry and black-plum flavors. It will age slowly and steadily with its enormous structure and concentration. Drink this wine from 2027.""";
468;"Hungary,1,110,""While ebulliently floral and fruity with notes of orange blossom and white peach, a bracing hit of lemon balm and lime zest make this bright, brisk Grüner Veltliner especially refreshing. It lingers long on the palate with a bristling minerality.""";
469;"France,1,1940,""Properly opulent, this is a generous, subtly wood-aged wine. Ripe apricot and peach fruits are shot through with crisp apple. The wood and the rich fruits give this structured wine a warm character. It is still young, of course. Drink from 2023.""";
470;"France,100,100000,""Without any sweetening dosage, this is a bone-dry wine, so crisp and laden with a citrus and mineral texture. With its intense acidity and clean feel, it brings out all the feeling of the soil of Champagne (hence the name of the cuvée, the mother rock). Drink with food.""";
471;"Austria,6,3060,""This is a gorgeously rich wine, smooth and concentrated. The tropical fruits, added to apricots and green plums, and the spicy edge, fill the mouth with a creamy texture. There is light acidity, just enough to give a final shape to the wine. Screwcap.""";
472;"France,1,5450,""A tropical- fruited wine, full of toast and apricot and melon fruits. It is deliciously ripe and soft with the acidity lost in the richness. It is opulent and already a pleasure to drink.""";
473;"US,3,2430,""Testarossa's annual best-barrel offering starts with broad aromas of violets, blackberry tea and anise on the edges. It's a lighter Pinot density-wise, very soft and expressive with purple fruits, black olive and a fennel-powered acidify on the finish.""";
474;"Israel,1,990,""Inky violet-red to the eye, this wine has a nose of blueberry, white chocolate and violet. It is pleasant on the palate from start to finish, with velvety tannins supporting flavors of black cherry, blueberry, vanilla, star anise and lavender that slowly drift off into closing notes of floral spice.""";
475;"US,198,188100,""You don't have to age this wine—Jarvis did it for you, holding it back more than five years before release, which is a very expensive proposition for a winery. It's a splendid Cabernet, with the tannins soft and velvety. The blackberry and black currant fruit flavors are as fresh and vibrant as the day the wine was bottled, an early indication of its ageability. This wonderful wine is so good, you can drink it now, but it will continue to evolve in the bottle for many years.""";
